이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
장희빈,3**********@gmail.com,여,30세,1980년 06월,제주특별자치도 수원시,F,,2020-05-12,101.57,106.55,영화,멜로/로맨스,어린여동생,4.5
성춘향,b***************@naver.com,여,50세,1960년 12월,부산광역시 송파구,F,,2020-05-05,154.4,171.88,드라마,멜로/로맨스,내 친구의 엄마 2: 그녀가 여자로 보일 때 (무삭제),3.0
황진이,4*****@daum.net,여,80세,1930년 10월,강원도 단양군,F,,2019-08-07,30.43,147.18,영화,"액션,범죄",마스터,5.0
장길산,m****************@daum.net,남,30세,1980년 12월,세종특별자치시 종로구,T,2021-06-04,2018-03-07,111.87,126.42,드라마,멜로/로맨스,맛있는 세자매,3.0
이몽룡,1**************@hotmail.com,남,50세,1960년 06월,부산광역시 양천구,F,,2019-07-31,124.43,140.93,드라마,"멜로/로맨스,드라마",어린 친구 엄마,1.5
장길산,c********@naver.com,남,30세,1980년 04월,대구광역시 동대문구,T,2018-11-19,2017-01-28,3.91,110.86,드라마,"멜로/로맨스,미스터리",잔혹한 앵글의 로망스,0.5
장희빈,n*****@naver.com,여,30세,1980년 04월,경상북도 괴산군,T,2018-11-07,2021-11-15,61.35,93.26,드라마,멜로/로맨스,핫섹토크 무삭제 감독판,1.0
신사임당,6*********@naver.com,여,80세,1930년 05월,울산광역시 동구,T,2020-09-10,2018-11-17,50.06,160.29,영화,코미디,나두야 간다,5.0
황진이,9****************@daum.net,여,40세,1970년 07월,서울특별시 성북구,T,2021-04-10,2017-12-01,163.29,179.98,영화,"공포(호러),멜로/로맨스",수목장,3.0
임꺽정,a***********@hotmail.com,남,40세,1970년 08월,경상남도 광명시,T,2018-08-05,2017-10-07,14.2,165.29,영화,드라마,동승,2.0
장희빈,h*******@naver.com,여,60세,1960년 04월,대전광역시 영등포구,T,2019-09-23,2017-08-27,24.54,173.01,영화,멜로/로맨스,가슴 큰 뒷집소녀,3.0
장희빈,4***************@hotmail.com,여,30세,1980년 01월,전라북도 수원시,T,2018-07-10,2019-03-04,50.53,90.57,영화,멜로/로맨스,정사 : 아내의 친구 2,4.0
장희빈,-*******@daum.net,여,10세,2000년 08월,경기도 청양군,T,2020-02-19,2017-07-27,92.9,111.1,드라마,멜로/로맨스,더티웨딩,2.5
홍길동,e*******@daum.net,남,30세,1980년 10월,충청북도 성남시,T,2019-03-07,2019-08-27,53.26,123.29,영화,드라마,꽃비,3.0
장희빈,b*******************@naver.com,여,20세,1990년 03월,울산광역시 금천구,F,,2017-12-24,94.92,131.77,영화,"드라마,멜로/로맨스",적과의 동침,3.0
홍길동,x**************@hotmail.com,남,50세,1960년 06월,강원도 속초시,T,2017-01-16,2019-11-14,90.13,154.14,영화,다큐멘터리,굿바이 마이 러브NK: 붉은 청춘,4.5
홍길동,x*******************@gmail.com,남,40세,1970년 10월,강원도 성남시,F,,2020-03-10,121.31,150.85,드라마,다큐멘터리,아마존의 눈물,4.5
한석봉,2***************@daum.net,남,20세,1990년 09월,부산광역시 강서구,F,,2017-11-26,42.59,122.34,영화,"멜로/로맨스,드라마",아내와 처제,4.0
이몽룡,l*****@gmail.com,남,50세,1960년 12월,충청북도 광명시,F,,2017-08-26,88.71,139.25,영화,"가족,드라마",현기증,3.0
임꺽정,g***********@daum.net,남,80세,1930년 02월,경상북도 화성시,T,2019-05-20,2021-10-04,53.2,130.48,영화,멜로/로맨스,작은엄마 2: 삼촌이 없던 날 (무삭제),2.0
임꺽정,t****************@gmail.com,남,40세,1980년 04월,대전광역시 성북구,F,,2020-11-05,43.31,136.46,드라마,기타,누나의 맛,2.5
장길산,9***********@daum.net,남,30세,1980년 07월,대구광역시 은평구,T,2019-02-28,2021-12-31,55.48,152.43,영화,멜로/로맨스,딸의 친구 2,2.0
장길산,-*******@hotmail.com,남,10세,2000년 01월,대구광역시 중구,T,2020-09-13,2020-12-13,101.93,116.47,영화,드라마,아찔한 형수,5.0
이몽룡,p****************@hotmail.com,남,40세,1970년 03월,경기도 구리시,F,,2018-10-08,104.61,129.4,드라마,드라마,잘 주는 외국녀들,3.0
이몽룡,p*********@naver.com,남,80세,1940년 08월,경상북도 당진시,F,,2018-05-15,60.14,117.32,영화,멜로/로맨스,스와핑 : 부부모임 무삭제,3.0
성춘향,b**********@daum.net,여,30세,1990년 12월,경상남도 수원시,F,,2019-02-08,57.63,111.28,영화,공포(호러),두 개의 달,1.0
이몽룡,x******************@gmail.com,남,80세,1930년 02월,광주광역시 종로구,F,,2017-10-29,110.53,177.34,영화,멜로/로맨스,가슴큰며느리-무삭제,5.0
허난설헌,l***********@gmail.com,여,20세,1990년 11월,제주특별자치도 가평군,F,,2017-12-06,63.19,97.6,드라마,멜로/로맨스,짓2: 붉은 낙타 무삭제판,4.5
홍길동,z******************@naver.com,남,20세,1990년 07월,전라남도 군포시,F,,2021-03-17,48.91,146.34,영화,"드라마,멜로/로맨스",상류시대 무삭제판,3.5
한석봉,5**********@naver.com,남,20세,1990년 12월,충청남도 수원시,T,2017-05-18,2020-05-19,89.06,114.89,영화,멜로/로맨스,밀애 : 사장님의 젊은 아내 무삭제,4.5
황진이,3******@naver.com,여,30세,1990년 02월,인천광역시 중구,F,,2017-09-05,109.5,116.76,영화,드라마,빛나는 순간,4.5
신사임당,s****************@daum.net,여,60세,1960년 11월,서울특별시 용산구,T,2017-08-25,2019-04-12,158.84,171.36,드라마,성인물(에로),창녀의 성적유희,3.0
한석봉,6**************@hotmail.com,남,70세,1940년 02월,인천광역시 구로구,F,,2018-10-05,45.6,159.1,영화,코미디,달마야 놀자,0.5
성춘향,0****************@naver.com,여,70세,1950년 06월,부산광역시 금천구,T,2018-02-26,2020-03-13,162.43,171.58,영화,"멜로/로맨스,드라마",맛있는 스캔들,3.0
장희빈,1**************@daum.net,여,80세,1940년 11월,전라남도 고양시,T,2021-09-16,2021-11-17,45.84,101.96,영화,다큐멘터리,유령선,2.0
홍길동,a*************@hotmail.com,남,50세,1960년 10월,세종특별자치시 중랑구,F,,2020-09-07,31.43,156.96,영화,공연,2AM SHOW,3.0
홍길동,2***************@gmail.com,남,60세,1960년 02월,부산광역시 성북구,F,,2019-05-10,55.48,113.62,영화,애니메이션,극장판 공룡메카드: 타이니소어의 섬,3.5
이몽룡,x**********@gmail.com,남,10세,2000년 12월,서울특별시 도봉구,T,2018-01-10,2017-09-07,20.42,172.97,드라마,성인물(에로),여성친구 ,4.5
임꺽정,i*********@naver.com,남,80세,1930년 02월,부산광역시 강서구,T,2019-03-22,2021-02-06,35.19,91.01,영화,다큐멘터리,카일라스 가는 길,3.5
허난설헌,b*************@gmail.com,여,60세,1950년 05월,서울특별시 강동구,T,2019-09-28,2020-10-01,96.9,174.67,영화,"SF,드라마",구직자들,3.0
장길산,7*****************@daum.net,남,40세,1970년 02월,부산광역시 구로구,T,2020-11-13,2018-04-02,32.21,121.22,영화,"드라마,코미디",노가리,2.5
성춘향,8*****@daum.net,여,90세,1930년 03월,충청남도 홍성군,T,2020-09-07,2017-06-28,87.41,90.98,영화,"액션,드라마,어드벤처",해운대,1.0
홍길동,u*****************@naver.com,남,30세,1990년 10월,세종특별자치시 강서구,F,,2019-06-05,82.89,130.8,드라마,다큐멘터리,학교 가는 길,3.0
신사임당,5************@daum.net,여,30세,1990년 05월,광주광역시 용산구,F,,2017-08-13,44.34,111.17,드라마,"멜로/로맨스,드라마",맛있는 스캔들,3.5
이몽룡,n*******************@naver.com,남,70세,1950년 07월,대구광역시 용산구,F,,2018-04-12,88.58,97.68,영화,다큐멘터리,트와이스랜드,5.0
장희빈,t*************@hotmail.com,여,80세,1930년 10월,강원도 서산시,T,2019-01-14,2020-03-05,121.18,125.4,드라마,"애니메이션,판타지",별의 정원,3.0
장길산,n*****@hotmail.com,남,50세,1970년 04월,충청북도 논산시,T,2019-09-01,2017-12-07,29.23,140.83,드라마,다큐멘터리,"굿바이, 평양",3.5
홍길동,f************@gmail.com,남,20세,1990년 07월,대구광역시 성북구,T,2018-12-20,2018-05-15,147.8,173.53,드라마,"드라마,액션",거룩한 계보,3.0
황진이,v*************@naver.com,여,60세,1950년 12월,제주특별자치도 양주시,T,2021-12-03,2017-01-30,6.25,148.99,영화,"드라마,사극",춘향뎐(春香傳),4.5
장희빈,3**********@daum.net,여,50세,1970년 09월,전라남도 고양시,F,,2021-04-11,5.87,117.22,영화,성인물(에로),위험한 정사-덫,5.0
임꺽정,u*****************@gmail.com,남,60세,1950년 03월,부산광역시 서초구,T,2017-05-19,2020-06-04,0.87,156.84,드라마,드라마,새드무비,3.5
장길산,_**************@gmail.com,남,80세,1930년 10월,전라북도 수원시,T,2021-03-26,2017-05-12,44.63,108.78,영화,멜로/로맨스,엄마학개론-무삭제,2.0
임꺽정,e*******************@hotmail.com,남,50세,1960년 08월,충청남도 수원시,T,2018-03-29,2020-10-05,49.22,174.35,영화,"드라마,코미디",꿈보다 해몽,0.5
허난설헌,j****@daum.net,여,60세,1950년 06월,울산광역시 광진구,F,,2017-06-03,134.56,136.89,영화,멜로/로맨스,타부 : 금지된 사랑,2.5
이몽룡,5********@daum.net,남,70세,1940년 03월,울산광역시 동구,F,,2019-02-05,32.36,144.72,드라마,코미디,큰엄마의 미친봉고,3.0
장길산,r******************@gmail.com,남,60세,1950년 11월,대전광역시 금천구,T,2017-06-27,2021-06-15,124.31,124.87,영화,멜로/로맨스,음란한 처제,4.0
장길산,4*****************@naver.com,남,80세,1930년 05월,경기도 안산시,T,2019-07-17,2019-11-08,77.04,127.83,드라마,"코미디,드라마",577 프로젝트,3.5
한석봉,a********@gmail.com,남,10세,2000년 08월,서울특별시 서초구,F,,2021-07-23,66.74,91.83,영화,성인물(에로),네 번째 엄마,3.0
신사임당,6*************@daum.net,여,30세,1990년 01월,충청북도 하남시,F,,2021-04-22,76.88,109.45,드라마,멜로/로맨스,착한 친구엄마 (무삭제),5.0
황진이,7*********@gmail.com,여,50세,1960년 05월,대전광역시 강서구,F,,2021-06-13,83.96,151.73,영화,다큐멘터리,디아스포라의 노래 : 아리랑 로드 ,4.0
황진이,v*******************@daum.net,여,70세,1940년 01월,강원도 고양시,T,2019-12-16,2017-11-16,3.31,171.24,영화,멜로/로맨스,먹이사슬,1.0
장길산,5******@daum.net,남,50세,1970년 01월,충청남도 태안군,T,2019-03-01,2017-11-03,59.03,116.55,영화,멜로/로맨스,하녀엄마 : 끝없는 정사,5.0
황진이,9*********@gmail.com,여,70세,1950년 11월,전라북도 성남시,T,2018-12-13,2021-04-29,32.73,135.43,드라마,드라마,고래를 찾는 자전거,4.0
이몽룡,o******@naver.com,남,30세,1980년 11월,세종특별자치시 관악구,F,,2021-06-23,44.03,116.7,드라마,멜로/로맨스,내누나는야설작가,1.0
한석봉,1***********@gmail.com,남,50세,1960년 08월,전라북도 시흥시,F,,2019-10-21,9.81,160.1,드라마,멜로/로맨스,친구누나 일본판 2,2.5
황진이,1************@daum.net,여,30세,1990년 06월,광주광역시 동작구,T,2020-02-06,2020-10-26,23.82,169.02,드라마,멜로/로맨스,엄마친구 4 무삭제,1.5
임꺽정,a***********@daum.net,남,10세,2000년 02월,경상북도 홍성군,T,2021-03-04,2021-01-03,66.04,102.87,드라마,코미디,가문의 영광5 - 가문의 귀환,2.0
황진이,p********@naver.com,여,20세,1990년 03월,대전광역시 용산구,T,2018-05-24,2020-05-21,39.98,100.37,드라마,액션,미션바라바,5.0
황진이,g******@gmail.com,여,40세,1970년 08월,강원도 음성군,T,2021-07-13,2019-10-22,50.34,125.4,영화,멜로/로맨스,어린 처형,2.0
성춘향,w*******************@daum.net,여,20세,1990년 07월,부산광역시 영등포구,F,,2017-01-21,31.53,107.98,드라마,다큐멘터리,몽마르트 파파,3.0
이몽룡,0****************@daum.net,남,40세,1970년 02월,경상남도 수원시,T,2021-01-20,2021-02-23,19.8,114.6,영화,"드라마,멜로/로맨스",천박한누나 무삭제판,1.0
이몽룡,l*********@daum.net,남,40세,1980년 12월,부산광역시 성북구,F,,2017-07-17,95.56,145.36,영화,멜로/로맨스,섹스소녀4,3.0
장길산,q****@gmail.com,남,50세,1960년 06월,경기도 부천시,F,,2020-01-05,35.06,111.03,드라마,드라마,살아남은 아이,2.0
이몽룡,z******@hotmail.com,남,40세,1970년 02월,서울특별시 구로구,F,,2017-10-18,96.46,144.29,드라마,멜로/로맨스,착한 처형 : 아내를 대신하다,4.0
이몽룡,x****@gmail.com,남,60세,1950년 11월,경기도 정선군,T,2019-02-09,2019-09-29,85.09,160.04,드라마,멜로/로맨스,마담 뺑덕,2.5
임꺽정,m****************@naver.com,남,10세,2010년 07월,전라북도 성남시,F,,2018-01-05,98.73,110.05,영화,"미스터리,공포(호러)",소녀괴담,4.5
임꺽정,3********@naver.com,남,30세,1980년 11월,충청북도 속초시,F,,2020-04-22,72.56,102.39,영화,멜로/로맨스,어린여동생-무삭제,5.0
허난설헌,z**************@hotmail.com,여,50세,1960년 10월,인천광역시 구로구,F,,2019-05-26,4.13,138.35,영화,드라마,여선생4,4.0
성춘향,c*********@hotmail.com,여,70세,1940년 12월,경상남도 부천시,F,,2018-02-04,43.33,121.79,드라마,멜로/로맨스,젊은 엄마 3,1.0
임꺽정,n******@daum.net,남,60세,1950년 08월,대전광역시 강북구,F,,2021-03-19,86.17,102.9,영화,전쟁,실미도,4.5
황진이,e**********@daum.net,여,10세,2000년 03월,대구광역시 남구,T,2018-05-25,2017-09-01,110.36,115.62,드라마,성인물(에로),형수에 반하다,5.0
장희빈,n*********@hotmail.com,여,70세,1940년 12월,강원도 여주시,T,2020-03-11,2019-02-06,136.67,159.59,영화,멜로/로맨스,나쁜 처제 2,0.5
한석봉,z*********@naver.com,남,10세,2000년 02월,광주광역시 마포구,F,,2020-01-14,98.99,138.08,영화,"드라마,멜로/로맨스",원더풀 라디오,0.5
임꺽정,y****************@daum.net,남,50세,1960년 11월,울산광역시 종로구,T,2017-12-13,2020-12-16,153.98,173.99,드라마,성인물(에로),이웃집 BJ,1.0
한석봉,d*****************@gmail.com,남,60세,1950년 11월,서울특별시 중랑구,T,2018-03-13,2018-09-05,64.45,172.93,드라마,멜로/로맨스,대물 : 아내의 불륜,4.5
황진이,v*****@gmail.com,여,40세,1970년 06월,경상북도 광명시,T,2017-11-21,2017-05-24,66.57,97.76,드라마,멜로/로맨스,선배부부와교환섹스,3.5
장희빈,b*******@hotmail.com,여,10세,2000년 11월,부산광역시 서대문구,F,,2018-11-08,46.8,127.83,영화,멜로/로맨스,보험왕의특별한마사지,3.0
장희빈,a*****************@hotmail.com,여,70세,1940년 03월,충청남도 인제군,T,2019-12-14,2019-02-15,76.4,116.04,영화,다큐멘터리,그럼에도 불구하고,4.5
이몽룡,n************@gmail.com,남,10세,2010년 07월,세종특별자치시 금천구,T,2021-03-05,2020-06-11,149.07,178.47,영화,드라마,다른 길이 있다,4.5
홍길동,f***********@hotmail.com,남,30세,1980년 01월,대전광역시 중구,T,2021-06-14,2021-05-23,98.21,105.23,영화,"미스터리,스릴러,드라마",곡성,3.0
성춘향,-**********@naver.com,여,80세,1930년 03월,충청북도 단양군,T,2019-11-04,2021-02-28,20.47,160.48,드라마,다큐멘터리,60만번의 트라이,1.5
한석봉,a******************@gmail.com,남,70세,1940년 07월,세종특별자치시 광진구,F,,2021-10-21,16.94,107.6,영화,"멜로/로맨스,코미디",화끈한 룸메이트,3.0
허난설헌,e*********@naver.com,여,40세,1980년 03월,전라북도 홍천군,F,,2021-12-05,53.5,145.11,드라마,드라마,일대일,5.0
황진이,m*******@gmail.com,여,60세,1960년 11월,충청남도 부천시,F,,2020-01-12,92.98,112.44,드라마,멜로/로맨스,부부교환의 날 2017: 친구의 아내를 탐하다,3.0
허난설헌,1*******@gmail.com,여,70세,1950년 08월,전라북도 안산시,F,,2018-05-08,123.15,175.32,영화,성인물(에로),보도드라이버: 떡마차 무삭제판,2.0
장희빈,1******@hotmail.com,여,50세,1960년 07월,경기도 포천시,F,,2017-09-16,59.51,173.91,드라마,성인물(에로),착한 형수 : 두 부부가 이혼한 날 무삭제,3.0
장길산,k*******************@daum.net,남,30세,1990년 05월,대구광역시 남구,F,,2020-10-12,140.12,152.09,드라마,"멜로/로맨스,드라마",밀애 : 예쁜 며느리,5.0
이몽룡,b******************@daum.net,남,20세,2000년 06월,서울특별시 강동구,T,2017-10-02,2021-09-08,30.66,162.07,드라마,"코미디,멜로/로맨스",사토미를 찾아라,3.5
황진이,k********@hotmail.com,여,60세,1950년 09월,경상남도 충주시,T,2020-11-25,2021-05-30,48.24,115.12,드라마,멜로/로맨스,음란야도,3.5
신사임당,4**************@gmail.com,여,50세,1960년 07월,경기도 횡성군,T,2021-07-30,2017-09-09,3.58,146.56,드라마,"미스터리,드라마",돌이킬 수 없는,4.5
이몽룡,a**************@hotmail.com,남,10세,2000년 04월,충청북도 청주시,T,2021-02-12,2017-03-08,84.46,164.97,영화,"멜로/로맨스,코미디",위험한 상견례 2,5.0
한석봉,u*************@hotmail.com,남,80세,1930년 09월,충청남도 증평군,T,2018-08-15,2017-01-01,40.91,138.24,드라마,코미디,부킹쏘나타,2.5
한석봉,i***************@daum.net,남,60세,1950년 09월,광주광역시 광진구,F,,2017-10-10,44.72,138.69,드라마,기타,인트로덕션,3.0
